# NEM 2010 half-hourly demand
#
# NSW   QLD     SA1     TAS    VIC
13291.92 8043.72 1754.96 1156.09 9238.62
13396.28 8030.90 1759.35 1152.06 9159.61
13522.15 8040.93 1747.59 1128.56 8819.30
13600.60 8038.95 1709.74 1108.90 8376.51
13700.02 8005.07 1675.81 1103.67 8072.88
13637.47 7952.08 1663.68 1108.43 7769.68
13448.95 7885.74 1633.47 1116.03 7388.00
13090.28 7743.11 1590.28 1121.30 7026.96
12775.91 7593.00 1546.27 1121.60 6758.28
12459.32 7361.06 1519.59 1110.87 6472.13
12242.00 7341.23 1453.91 1113.37 6262.53
12108.67 7363.84 1405.41 1123.68 6162.77
12099.18 7283.82 1425.65 1112.07 6070.27
11844.64 7134.21 1445.27 1110.14 5974.28
11401.02 6948.14 1430.29 1121.35 5785.36
11145.31 6891.85 1418.76 1091.17 5551.69
10585.39 6624.01 1371.57 1053.72 5379.99
10138.38 6351.96 1321.69 1021.81 5164.51
9722.33 6199.31 1282.88 994.90 5064.88
9340.24 6000.95 1236.23 981.49 5306.68
8915.77 5766.54 1405.26 973.76 5104.34
8650.98 5544.78 1378.03 978.16 4902.74
8335.27 5393.32 1327.67 989.56 4759.07
8016.99 5272.68 1194.65 976.73 5131.73
7766.68 5143.32 1136.83 975.31 4902.97
7531.24 5101.52 1098.88 970.44 4655.60
7428.88 5012.01 1053.43 973.16 4581.12
7396.29 5006.13 1069.23 972.38 4604.44
7422.02 4942.89 1066.11 986.93 4552.34
7540.46 4999.73 1035.26 993.79 4691.85
7642.81 5033.10 1092.58 1025.69 4841.54
8064.55 5125.45 1159.28 1057.95 5045.76
8531.56 5314.09 1254.81 1113.35 5283.11
9068.78 5674.75 1334.62 1146.51 5664.25
9756.34 6051.85 1411.50 1178.63 6006.15
10338.65 6446.24 1489.24 1173.61 6110.36
10742.79 6721.42 1517.81 1187.47 6212.21
11178.09 7030.56 1535.57 1175.92 6343.63
11455.07 7219.94 1568.89 1159.16 6351.40
11659.23 7328.87 1597.47 1177.77 6381.50
11808.46 7416.95 1635.64 1156.79 6415.18
11903.07 7470.62 1631.59 1146.91 6418.37
12073.69 7515.80 1621.79 1169.55 6430.53
12145.38 7584.87 1634.51 1156.53 6445.82
12177.38 7643.08 1619.79 1137.24 6396.38
12199.36 7705.72 1630.38 1117.23 6374.45
12157.97 7760.73 1669.08 1118.84 6382.37
12045.87 7803.68 1688.43 1124.44 6376.97
11889.10 7907.32 1706.66 1124.63 6348.79
11803.98 7927.97 1692.91 1115.25 6369.70
11687.20 7941.01 1683.58 1117.20 6221.97
11521.21 7961.33 1680.56 1128.24 6194.85
11284.37 7970.61 1678.94 1144.82 6352.34
10966.45 7926.85 1655.70 1159.17 6289.68
10570.02 7874.59 1645.09 1182.46 6190.07
10133.87 7726.58 1605.75 1164.94 6012.25
9807.43 7562.81 1533.48 1145.74 5851.90
9416.88 7324.64 1511.09 1154.47 5691.22
9187.08 7317.04 1472.45 1153.68 5546.64
9142.70 7354.30 1439.98 1156.33 5456.61
9056.11 7337.50 1431.36 1163.44 5474.27
8844.23 7181.30 1433.62 1190.70 5540.80
8586.85 7046.80 1491.58 1203.25 5472.96
8604.50 6978.42 1471.86 1194.19 5303.70
8380.82 6692.44 1443.49 1145.84 5146.86
8260.70 6403.33 1383.26 1112.35 5037.66
8063.88 6243.11 1354.11 1101.28 4944.42
7874.35 6091.60 1340.56 1086.60 5259.14
7702.76 5826.34 1501.05 1072.81 5124.07
7481.88 5603.16 1428.38 1052.53 4920.60
7201.93 5468.69 1368.99 1045.79 4823.30
6911.45 5274.43 1254.13 1040.55 5163.18
6689.37 5166.28 1204.57 1046.73 4987.33
6560.80 5069.98 1160.70 1053.54 4747.01
6507.25 5008.18 1137.32 1050.29 4603.66
6501.79 5012.81 1142.55 1041.94 4533.23
6545.23 5015.88 1136.66 1049.32 4502.19
6742.09 5068.89 1135.88 1055.46 4597.61
6987.88 5078.76 1167.60 1074.83 4759.76
7430.35 5191.40 1219.74 1112.06 4937.99
7910.54 5370.49 1272.43 1148.81 5168.03
8387.89 5737.23 1346.86 1213.88 5544.35
8808.23 6094.12 1432.03 1254.02 5837.42
9243.07 6498.23 1494.15 1257.30 5930.72
9516.72 6760.38 1522.36 1264.23 6049.80
9747.12 7018.95 1563.58 1260.24 6111.41
9893.81 7221.13 1596.32 1228.40 6193.91
9987.54 7370.01 1627.29 1212.98 6296.34
10039.23 7503.12 1645.96 1219.37 6357.17
10055.05 7613.68 1673.17 1209.45 6414.64
10094.62 7641.22 1679.91 1194.18 6473.97
10050.00 7713.49 1696.85 1181.78 6484.25
10061.70 7785.24 1707.84 1168.23 6469.01
10093.70 7862.23 1707.47 1142.27 6416.79
10080.62 7914.86 1720.15 1153.07 6486.76
10061.15 7932.23 1726.27 1145.59 6557.95
10006.99 8020.23 1722.46 1158.59 6567.68
10067.77 8119.00 1718.62 1172.47 6569.10
10118.95 8154.35 1726.02 1161.55 6568.69
10109.27 8156.86 1706.01 1170.59 6575.13
10029.75 8127.36 1704.59 1160.43 6571.16
9974.38 8111.42 1687.00 1176.88 6509.44
9905.81 8060.01 1666.38 1172.47 6466.96
9728.21 7937.75 1657.21 1155.45 6303.95
9612.25 7815.58 1629.23 1145.76 6128.02
9364.36 7665.61 1590.25 1141.93 5949.97
9211.31 7614.94 1544.16 1134.13 5831.01
9198.25 7654.21 1507.67 1145.23 5687.20
9165.92 7628.74 1479.12 1152.72 5616.43
8908.29 7477.09 1475.92 1180.64 5694.03
8573.15 7309.34 1492.24 1178.03 5609.50
8644.04 7207.18 1453.34 1156.43 5407.00
8459.43 6841.55 1395.10 1135.92 5210.91
8325.08 6533.20 1352.31 1105.79 5075.36
8190.38 6348.04 1352.80 1084.56 4950.24
8014.97 6168.56 1351.06 1066.20 5211.79
7826.45 5939.81 1523.19 1051.68 5037.68
7607.46 5757.97 1432.77 1035.77 4828.67
7347.08 5592.53 1346.40 1010.77 4713.47
7090.77 5405.82 1239.97 1019.74 5045.44
6862.95 5261.51 1171.64 1018.68 4933.60
6624.07 5171.85 1128.20 1027.79 4710.38
6523.56 5140.37 1104.66 1012.09 4582.71
6508.89 5110.26 1084.50 1009.07 4497.51
6634.51 5141.12 1088.66 1025.85 4514.72
6818.59 5129.61 1119.19 1059.01 4644.13
7081.42 5197.92 1140.87 1082.39 4801.04
7525.27 5309.59 1180.18 1121.96 5091.79
8005.77 5515.59 1255.62 1160.30 5283.81
8346.14 5890.88 1323.14 1222.80 5645.65
8842.71 6252.25 1413.61 1262.13 5921.75
9244.75 6630.91 1519.51 1282.78 6024.46
9470.87 6982.51 1578.36 1276.48 6156.38
9816.53 7291.36 1643.00 1277.70 6314.33
9976.03 7447.83 1673.00 1277.53 6464.28
10076.79 7548.76 1723.18 1257.60 6536.97
10194.05 7656.02 1750.14 1246.47 6660.19
10214.32 7700.45 1778.89 1249.21 6690.23
10326.10 7732.46 1827.36 1240.59 6788.35
10380.46 7820.67 1859.48 1250.80 6794.47
10466.90 7863.70 1880.20 1246.54 6817.54
10315.66 7855.36 1902.47 1236.19 6882.72
10394.26 7851.59 1900.47 1223.06 6912.63
10421.75 7932.30 1920.71 1225.21 6945.67
10568.89 7951.55 1932.64 1198.09 6881.86
10566.95 7975.74 1963.66 1222.13 7034.48
10593.74 7916.98 1957.02 1222.86 7065.21
10507.61 7977.78 1969.44 1233.49 7105.31
10552.58 7925.22 1990.64 1207.25 7183.72
10425.43 7895.94 2027.40 1173.43 7159.91
10189.98 7828.63 2035.26 1180.90 7077.15
9816.75 7686.71 1991.97 1166.78 6923.52
9533.43 7497.68 1955.16 1169.58 6768.38
9308.02 7233.16 1898.79 1158.16 6573.88
9186.36 7160.04 1851.96 1140.29 6382.96
9119.60 7225.08 1754.17 1143.06 6246.89
9201.96 7152.03 1662.19 1150.45 6172.11
9020.48 7022.92 1613.18 1149.85 6145.73
8785.89 6911.78 1639.25 1157.26 6011.86
8871.52 6887.82 1616.29 1148.08 5801.97
8755.99 6638.63 1582.93 1129.18 5649.38
8663.23 6429.42 1504.45 1113.15 5491.04
8523.81 6286.36 1472.43 1100.93 5390.34
8322.81 6145.13 1444.11 1082.10 5558.80
8024.89 5905.99 1599.19 1058.37 5401.19
7764.97 5647.54 1498.04 1063.34 5158.69
7505.03 5521.90 1434.91 1055.25 5049.62
7212.98 5313.56 1339.33 1007.46 5340.01
6889.84 5177.46 1247.33 967.50 5121.69
6728.19 5065.96 1213.70 974.33 4897.33
6615.65 5022.26 1180.85 971.16 4764.52
6582.81 5051.30 1151.69 982.25 4686.21
6586.22 5012.75 1136.22 974.03 4659.50
6661.58 5025.60 1116.69 976.32 4665.30
6682.12 5027.62 1081.71 990.69 4720.93
6837.84 5043.69 1098.66 988.69 4779.61
7003.88 5093.11 1129.33 985.59 4837.05
7353.31 5258.45 1137.99 999.22 4950.77
7739.62 5493.29 1161.89 1017.58 5199.54
8148.01 5787.30 1163.88 1048.10 5331.00
8542.93 6001.21 1220.51 1087.50 5583.56
9012.61 6296.61 1286.54 1152.32 5795.47
9179.84 6554.93 1347.58 1186.02 5896.30
9400.53 6718.52 1369.23 1165.96 6078.17
9464.74 6840.45 1369.49 1158.72 6222.48
9534.90 6915.40 1394.84 1166.83 6350.12
9548.49 6974.75 1369.55 1157.45 6414.68
9570.65 6998.71 1391.22 1155.74 6440.98
9558.61 7025.39 1394.25 1146.32 6527.58
9618.37 6971.65 1395.52 1141.96 6555.28
9625.75 7018.72 1368.49 1121.48 6562.47
9544.09 7068.17 1332.44 1102.89 6531.17
9547.05 7110.00 1351.81 1100.92 6502.56
9509.23 7157.10 1325.88 1096.67 6439.87
9525.87 7191.89 1286.87 1089.38 6347.02
9394.36 7191.87 1278.59 1099.28 6248.27
9335.57 7210.29 1271.11 1092.75 6273.51
9227.09 7190.58 1275.13 1092.44 6110.39
9074.11 7218.80 1250.50 1108.39 6010.36
8992.71 7142.25 1262.54 1116.34 5858.99
8882.98 7012.23 1254.22 1113.33 5714.04
8675.73 6873.29 1220.10 1099.77 5546.98
8623.96 6840.40 1165.30 1091.77 5395.19
8670.08 6967.56 1125.72 1084.57 5292.28
8686.38 6994.30 1131.87 1061.32 5256.33
8523.23 6839.46 1169.66 1068.88 5321.38
8349.79 6727.48 1196.64 1052.35 5222.11
8282.35 6703.17 1151.79 1020.96 5124.37
8198.00 6414.88 1141.41 1016.74 4976.60
8083.82 6224.12 1112.45 1044.94 4892.96
7768.44 6150.75 1072.13 1008.51 4788.80
7517.99 6078.29 1103.38 963.23 4984.08
7372.36 5826.46 1279.21 961.91 4851.28
7149.37 5620.55 1203.87 947.14 4661.45
6925.15 5469.25 1154.89 938.94 4540.67
6692.92 5281.52 1097.31 935.23 4880.97
6489.80 5140.03 1041.82 945.66 4715.44
6333.67 5073.34 971.75 940.36 4544.27
6303.26 5022.40 946.81 949.54 4348.32
6270.31 4994.00 908.46 974.37 4289.81
6238.98 4971.93 885.12 973.94 4282.72
6302.98 4975.19 850.91 983.99 4288.89
6300.15 4958.10 845.20 993.30 4253.64
6328.98 4950.39 870.48 1006.95 4212.18
6400.13 4977.40 843.80 1021.33 4198.33
6689.40 5130.52 842.08 1047.63 4310.25
7010.85 5278.54 867.95 1068.17 4417.95
7373.88 5565.06 902.74 1097.88 4445.63
7707.75 5778.34 930.86 1117.06 4533.64
8128.94 6021.14 953.19 1156.02 4703.47
8405.03 6280.21 1035.32 1188.03 4834.57
8641.81 6487.33 1045.20 1184.40 4838.21
8798.06 6607.25 1091.20 1178.54 4935.56
8934.51 6746.97 1126.53 1161.62 5014.56
8958.81 6801.79 1086.04 1142.22 5066.16
9057.86 6882.08 1091.97 1109.06 5035.52
9136.24 7010.39 1160.54 1087.23 5007.09
9145.39 7140.72 1085.49 1100.19 5028.30
9170.40 7295.15 1076.51 1073.13 4980.61
9124.31 7370.72 1096.00 1061.97 4952.92
9037.36 7409.69 1093.58 1072.07 4913.79
8972.32 7468.63 1099.48 1070.84 4943.21
8917.49 7478.40 1088.08 1060.22 4864.57
8897.11 7514.76 1107.25 1060.03 4946.45
8820.23 7557.82 1089.66 1079.73 4991.62
8763.33 7547.68 1109.05 1101.68 5057.42
8769.44 7540.95 1097.68 1116.39 5067.71
8721.93 7557.91 1109.26 1093.10 5104.79
8614.90 7508.40 1131.05 1078.55 5028.00
8469.74 7412.20 1131.89 1075.24 4937.12
8292.07 7398.05 1111.73 1071.74 4956.75
8397.22 7423.92 1105.43 1085.63 4922.83
8543.58 7396.73 1097.34 1126.65 4988.33
8410.05 7281.30 1135.05 1108.00 5047.13
8182.47 7113.01 1152.31 1091.32 5004.35
8087.98 7069.94 1117.55 1054.61 4908.61
7959.33 6725.05 1092.41 1025.76 4697.61
7782.42 6456.01 1060.78 996.77 4586.70
7532.01 6304.55 1070.95 954.94 4577.32
7378.68 6131.07 1055.06 963.78 4802.50
7212.89 5909.46 1247.57 952.21 4711.68
7049.50 5704.83 1238.27 936.07 4554.02
6834.90 5582.36 1184.36 961.95 4496.70
6618.91 5421.85 1110.16 960.99 4822.37
6488.55 5312.86 1045.67 957.90 4673.65
6386.78 5234.91 1004.41 950.67 4499.22
6297.93 5197.99 980.94 972.14 4375.66
6299.25 5173.70 982.28 971.60 4315.19
6358.97 5159.12 953.24 964.46 4289.48
6521.02 5193.48 992.07 981.76 4387.96
6770.06 5230.91 1025.95 1026.68 4606.20
7310.07 5346.73 1070.65 1057.69 4910.82
7746.05 5493.67 1154.54 1125.69 5107.84
8094.71 5925.32 1223.54 1188.45 5532.02
8529.88 6340.41 1354.98 1237.81 5846.52
8988.92 6822.69 1420.99 1224.53 5935.31
9372.34 7210.21 1446.17 1206.14 5976.95
9634.28 7541.89 1483.97 1146.52 6137.92
9717.57 7744.65 1541.91 1134.58 6147.51
9824.98 7961.44 1519.06 1116.27 6179.05
9840.73 8177.13 1512.24 1105.22 6187.82
9807.34 8297.45 1545.48 1087.08 6180.89
9810.10 8462.06 1568.19 1087.88 6226.85
9798.86 8548.64 1570.48 1086.46 6187.80
9758.00 8656.59 1568.71 1098.83 6275.22
9790.65 8797.90 1590.12 1106.06 6234.56
9812.64 8831.40 1605.76 1082.28 6233.70
9816.56 8873.86 1615.82 1072.93 6167.92
9803.52 8870.54 1612.30 1079.11 6159.48
9717.78 8882.61 1596.58 1086.01 6105.80
9559.73 8890.66 1601.28 1075.80 6055.53
9680.60 8877.92 1568.04 1091.21 6093.74
9646.48 8875.94 1542.60 1097.28 6019.99
9614.12 8845.99 1528.94 1113.87 6074.10
9488.12 8772.96 1511.40 1137.61 6007.41
9282.68 8690.97 1488.53 1132.24 5942.10
9056.96 8635.84 1439.64 1136.13 5803.62
8891.07 8434.04 1410.90 1126.41 5684.72
8735.98 8364.01 1396.13 1123.30 5599.15
8663.29 8352.49 1361.47 1121.54 5536.51
8851.68 8267.91 1329.93 1118.50 5593.85
8698.81 8017.84 1390.82 1138.48 5659.54
8407.97 7761.07 1435.46 1123.88 5600.06
8433.71 7585.22 1420.76 1097.66 5443.88
8222.22 7204.97 1405.73 1067.25 5190.75
8149.99 6812.62 1366.54 1032.07 5010.90
8039.22 6508.27 1356.02 1006.47 4922.53
7832.70 6307.26 1349.68 994.34 5171.77
7701.19 6054.61 1526.27 1008.75 5061.21
7519.54 5777.47 1466.58 987.17 4908.03
7293.17 5628.14 1427.71 972.75 4829.67
7049.90 5438.48 1316.27 976.37 5154.05
6762.56 5321.89 1252.51 971.12 5039.89
6560.29 5211.17 1202.82 980.33 4859.97
6507.43 5190.53 1181.09 978.90 4768.68
6452.98 5129.20 1165.51 986.64 4714.95
6491.88 5123.69 1147.52 987.91 4666.85
6789.90 5144.94 1167.04 1000.91 4747.81
7014.66 5197.55 1192.62 1024.46 4852.49
7411.67 5291.72 1248.37 1067.41 5183.93
7830.35 5476.64 1321.15 1123.10 5433.46
8165.07 5805.89 1381.55 1171.89 5829.83
8590.78 6216.82 1475.93 1204.64 6109.12
8852.56 6630.27 1549.02 1207.93 6151.25
9132.69 6929.55 1555.66 1226.98 6236.27
9463.52 7221.67 1603.56 1232.96 6331.88
9540.11 7421.12 1631.17 1214.21 6318.68
9639.48 7544.91 1642.75 1164.66 6384.64
9648.47 7619.81 1634.05 1130.23 6378.65
9678.36 7655.86 1644.18 1124.09 6454.56
9695.51 7736.40 1635.11 1139.37 6406.36
9694.54 7776.82 1637.32 1136.57 6428.89
9631.75 7832.24 1653.77 1134.57 6431.60
9669.78 7906.68 1655.36 1135.01 6416.08
9657.22 7938.00 1661.19 1126.58 6412.05
9657.41 7989.45 1682.66 1105.45 6354.92
9693.31 8078.59 1687.17 1070.99 6408.30
9650.95 8084.71 1696.78 1088.98 6388.53
9622.46 8106.53 1698.79 1108.87 6321.88
9649.59 8130.34 1705.85 1116.73 6278.43
9595.52 8118.72 1699.06 1153.58 6301.13
9550.76 8094.15 1694.85 1157.08 6308.00
9398.61 8012.30 1696.08 1148.06 6233.92
9148.19 7848.99 1675.41 1165.41 6054.20
8957.17 7705.95 1654.61 1155.54 5900.68
8820.61 7519.39 1636.01 1145.22 5797.40
8670.34 7469.97 1613.93 1148.91 5685.96
8649.36 7538.35 1598.26 1192.33 5587.92
8722.48 7426.07 1570.12 1200.91 5564.72
8592.02 7295.96 1567.41 1224.20 5645.08
8359.10 7128.60 1612.26 1214.53 5599.13
8314.64 7026.01 1580.41 1182.08 5467.98
8122.83 6718.67 1540.88 1169.06 5338.07
8061.08 6436.90 1472.86 1132.28 5175.90
7866.68 6301.93 1435.94 1101.85 5035.64
7752.77 6087.74 1422.15 1070.91 5323.02
7538.63 5851.53 1582.12 1056.97 5192.88
7389.78 5653.50 1524.02 1033.70 5056.64
7182.36 5484.49 1440.31 1023.15 4901.71
6912.21 5314.02 1328.26 1032.65 5291.40
6641.71 5216.87 1250.14 1032.11 5069.27
6449.09 5133.57 1213.66 1025.89 4921.02
6372.80 5077.51 1175.66 1032.80 4864.80
6356.30 5046.36 1175.14 1027.22 4727.07
6380.96 5064.53 1168.50 1019.58 4710.96
6533.91 5132.63 1176.97 1040.13 4827.33
6808.34 5178.52 1205.94 1049.99 4895.65
7253.30 5258.02 1237.21 1082.80 5145.16
7682.76 5426.34 1328.00 1117.63 5406.50
8075.46 5802.01 1383.46 1161.52 5812.46
8575.59 6189.89 1481.46 1188.29 6078.08
8879.05 6601.27 1550.98 1178.81 6093.21
9180.96 6915.43 1573.03 1168.91 6207.94
9559.72 7184.52 1631.03 1180.18 6340.41
9720.42 7388.92 1663.60 1167.57 6363.86
9843.95 7460.96 1680.40 1155.93 6415.37
9901.61 7619.55 1709.17 1138.20 6491.74
9970.53 7680.26 1729.49 1118.73 6563.89
10075.52 7777.93 1787.47 1131.12 6587.49
10134.68 7815.30 1829.32 1118.19 6576.87
10187.59 7896.02 1818.02 1089.69 6561.93
10257.72 7948.33 1827.50 1092.44 6630.08
10356.93 8021.93 1869.85 1117.50 6647.57
10459.27 8099.12 1930.86 1143.51 6679.71
10569.30 8170.86 1977.69 1114.14 6722.69
10602.61 8220.21 2027.16 1106.33 6793.53
10683.17 8264.46 2035.34 1119.47 6784.37
10794.51 8318.55 2035.62 1103.31 6878.51
10819.11 8311.07 2037.81 1098.71 6882.84
10752.24 8348.29 2014.09 1104.13 6803.65
10652.82 8253.98 1964.37 1116.65 6740.83
10360.92 8113.30 1933.34 1135.08 6550.31
10160.07 7966.38 1885.38 1140.25 6396.98
9959.14 7741.68 1803.25 1142.86 6204.04
9747.00 7700.79 1749.13 1132.32 6118.30
9635.98 7720.03 1712.32 1141.33 5986.05
9663.61 7657.55 1678.58 1180.39 5951.04
9445.18 7523.71 1699.32 1206.02 5974.48
9128.65 7337.69 1728.89 1193.99 5882.01
9078.63 7273.27 1685.63 1177.04 5679.86
8760.27 6945.29 1627.39 1160.48 5472.91
8632.38 6640.27 1553.45 1120.14 5332.66
8383.15 6454.45 1523.96 1089.50 5212.85
8163.56 6287.81 1474.95 1085.83 5503.54
7929.10 6048.39 1631.29 1080.03 5357.82
7731.00 5822.62 1544.51 1069.99 5133.69
7468.68 5666.63 1475.52 1068.36 5022.22
7161.73 5482.48 1356.17 1067.68 5380.95
6933.13 5360.92 1297.70 1057.42 5202.83
6750.13 5260.65 1250.66 1071.45 4997.48
6623.90 5230.47 1229.70 1071.21 4905.11
6647.71 5209.24 1207.59 1068.34 4843.01
6700.51 5194.40 1202.51 1073.04 4811.62
6896.11 5239.21 1226.69 1086.96 4895.35
7121.75 5288.35 1229.47 1095.68 4980.71
7523.57 5408.36 1272.87 1143.96 5276.28
7978.44 5584.99 1377.74 1192.73 5542.01
8393.89 5946.55 1452.81 1243.78 5939.23
8892.10 6354.97 1577.42 1265.04 6199.66
9356.12 6750.02 1680.97 1277.14 6242.51
9767.76 7081.31 1747.78 1274.65 6380.05
10134.85 7383.55 1850.67 1267.56 6552.78
10316.73 7602.19 1939.54 1250.27 6645.54
10558.50 7737.61 2014.37 1241.74 6760.57
10731.29 7848.96 2062.47 1212.46 6879.10
10869.14 7949.65 2141.98 1210.61 6945.69
11052.39 8066.41 2194.82 1209.83 6953.23
11269.69 8166.11 2251.43 1192.05 7027.01
11377.12 8267.48 2273.88 1208.55 7060.64
11667.89 8421.27 2352.20 1212.04 7150.57
11907.71 8425.52 2469.12 1217.23 7248.69
12095.82 8478.96 2527.01 1224.27 7282.33
12258.97 8519.32 2576.30 1221.68 7303.65
12381.83 8445.20 2610.05 1238.78 7279.12
12440.82 8421.33 2669.09 1238.05 7265.19
12619.15 8284.37 2721.42 1227.67 7311.09
12758.95 8225.57 2738.21 1243.05 7301.40
12684.91 8184.86 2771.80 1232.79 7244.47
12664.03 8107.31 2740.60 1228.20 7122.42
12368.97 7964.45 2727.56 1213.75 6880.89
12070.27 7921.80 2694.18 1206.34 6699.53
11680.77 7836.67 2649.79 1220.39 6506.14
11392.72 7859.59 2584.94 1222.14 6394.65
11193.91 7899.34 2517.47 1223.52 6308.02
11164.89 7799.54 2436.92 1227.37 6342.22
10754.03 7665.18 2371.86 1244.00 6367.71
10321.50 7487.01 2320.97 1228.04 6224.52
10149.68 7397.66 2217.64 1199.21 5990.45
9736.50 6979.37 2077.75 1171.62 5746.58
9476.36 6654.34 1951.38 1143.58 5575.17
9166.34 6509.00 1836.85 1122.36 5435.59
8840.30 6311.11 1765.07 1097.67 5668.65
8505.63 6071.45 1879.64 1092.15 5445.18
8195.15 5849.06 1801.45 1083.87 5172.56
7957.21 5668.02 1720.30 1072.04 4997.45
7580.13 5538.94 1595.44 1071.45 5283.72
7345.22 5410.38 1545.73 1077.10 5128.87
7119.35 5356.00 1446.36 1067.56 5011.91
7007.97 5304.99 1402.99 1061.90 4943.63
7056.66 5276.69 1383.46 1061.72 4910.46
7062.70 5261.09 1403.58 1063.08 4882.24
7210.39 5312.09 1385.14 1069.02 4953.54
7466.39 5365.75 1372.91 1094.59 5078.50
7930.60 5491.79 1416.53 1119.17 5363.29
8408.19 5662.44 1456.30 1165.36 5597.45
8949.30 6059.29 1559.77 1215.96 5998.99
9533.68 6457.03 1703.51 1250.00 6331.69
9994.01 6862.38 1865.61 1243.23 6482.55
10460.15 7178.58 1916.51 1241.24 6658.48
10910.58 7437.86 1955.42 1239.50 6917.98
11233.21 7664.64 2015.90 1235.46 7079.88
11605.36 7820.71 2129.15 1203.29 7240.92
11886.61 7854.72 2161.40 1187.62 7370.60
12152.97 7891.34 2184.98 1160.63 7568.03
12366.77 7958.67 2178.69 1164.31 7690.64
12554.47 7952.85 2167.27 1157.23 7775.47
12797.49 7935.93 2180.53 1165.35 7730.36
12927.20 8017.96 2187.70 1165.83 7770.76
13166.31 8009.16 2220.55 1182.22 7861.79
13356.87 8048.73 2222.36 1189.34 7904.36
13509.44 8039.48 2201.81 1202.57 7899.13
13636.19 8028.60 2123.07 1206.25 7976.43
13765.04 7998.91 2094.35 1207.30 7922.28
13744.83 7952.17 2014.56 1202.12 7899.17
13744.68 7953.75 1973.84 1212.16 7960.43
13547.14 7936.96 1911.57 1208.74 7934.58
13347.85 7861.43 1844.37 1213.51 7860.71
12939.29 7705.23 1729.25 1201.18 7685.52
12644.95 7554.97 1650.39 1225.52 7562.36
12375.96 7261.76 1601.87 1230.21 7327.49
12084.93 7267.03 1519.05 1208.10 7187.31
11855.34 7346.12 1451.60 1208.68 7024.61
11870.02 7371.98 1457.16 1188.13 6942.43
11609.71 7207.41 1449.55 1199.32 6865.23
11206.39 7070.10 1458.55 1169.59 6688.76
11042.93 7006.42 1405.75 1133.86 6426.12
10544.33 6773.08 1365.82 1091.45 6120.81
10258.62 6550.00 1325.30 1052.23 5771.34
9861.11 6366.91 1330.21 1024.83 5524.71
9451.05 6222.54 1316.84 992.96 5586.11
9049.68 5968.27 1496.05 970.03 5375.01
8693.10 5740.97 1430.45 967.77 5086.57
8309.93 5576.91 1375.02 965.64 4885.23
7991.33 5391.05 1257.20 949.87 5154.57
7601.46 5265.35 1193.59 944.28 4896.77
7452.68 5206.64 1143.38 940.87 4698.86
7304.23 5183.43 1137.59 935.62 4572.28
7276.18 5125.51 1121.11 948.58 4432.24
7228.92 5073.70 1132.08 941.77 4396.84
7308.56 5139.92 1133.56 932.59 4425.71
7332.69 5145.54 1148.43 913.84 4479.28
7450.16 5159.40 1173.16 924.75 4572.22
7582.76 5214.47 1189.43 936.55 4616.34
7994.94 5383.94 1200.51 954.13 4763.44
8448.31 5629.82 1252.63 992.57 4982.46
9038.23 5899.85 1300.65 1038.02 5090.72
9555.71 6173.96 1268.15 1069.42 5242.38
10159.04 6499.23 1361.06 1097.07 5336.92
10487.70 6692.46 1374.69 1111.86 5442.97
10856.44 6883.06 1359.11 1112.48 5531.09
11048.00 7012.81 1406.51 1101.35 5589.49
11382.11 7063.77 1415.50 1092.99 5628.28
11582.39 7149.07 1417.94 1085.49 5611.54
11743.79 7116.11 1445.52 1074.54 5604.72
11915.87 7216.36 1454.70 1066.40 5547.37
12080.72 7249.06 1471.44 1044.09 5554.77
12134.02 7337.52 1458.48 1041.20 5508.65
12185.84 7421.75 1463.82 1041.77 5525.18
12278.96 7451.84 1491.54 1037.94 5456.51
12257.60 7496.66 1472.66 1043.81 5436.04
12162.62 7493.07 1478.86 1046.62 5417.39
11922.12 7539.55 1489.76 1060.61 5472.08
11466.93 7570.66 1501.87 1076.27 5568.16
10927.62 7525.62 1514.91 1025.34 5565.29
10549.52 7535.07 1499.25 1019.29 5582.60
10173.65 7526.38 1505.75 1102.13 5532.74
9836.98 7411.61 1506.76 1113.65 5486.91
9605.85 7280.95 1480.28 1115.12 5357.14
9448.47 7221.89 1432.77 1122.47 5282.42
9266.01 7259.31 1403.03 1121.60 5148.66
9257.53 7237.03 1385.07 1136.26 5186.71
9055.25 7117.62 1381.86 1162.43 5302.79
8809.60 7017.02 1383.87 1166.45 5243.99
8697.43 7008.31 1353.84 1154.11 5131.05
8546.75 6712.16 1301.59 1123.85 5027.00
8358.84 6493.64 1288.67 1094.59 4907.48
8113.27 6366.95 1277.94 1069.30 4789.85
7877.23 6235.68 1272.04 1047.85 4993.42
7645.63 6017.69 1430.64 1041.76 4910.73
7425.85 5790.62 1352.75 1030.83 4708.95
7226.34 5617.18 1300.93 1031.42 4592.81
6981.82 5423.83 1202.08 1020.78 4873.90
6740.09 5270.09 1125.83 1025.82 4705.34
6613.87 5228.16 1074.22 1017.68 4516.56
6579.28 5159.43 1069.08 1020.55 4336.10
6529.14 5102.39 1055.18 1014.82 4278.38
6476.67 5061.15 1039.08 1012.19 4245.07
6515.16 5101.82 1031.79 1011.09 4236.17
6554.06 5093.07 1048.85 1021.91 4235.35
6641.02 5068.68 1046.74 1030.14 4209.31
6702.97 5112.22 1039.31 1022.00 4240.06
6964.36 5217.63 1033.75 1047.23 4348.23
